split,seed,episode_id,points,causal_points,passive_points,distractor_points,occluded_causal_points,invalid_depth_points,hidden_slip_points,passive_amp,occlusion,articulation,distractor,ego_motion,noise,depth_dropout,hidden_slip
clean_contact,0,0,128,31,26,10,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,1,128,20,31,17,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,2,128,22,23,9,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,3,128,31,32,18,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,4,128,29,23,9,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,5,128,32,31,15,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,6,128,30,25,15,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,7,128,23,33,18,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,8,128,24,22,10,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,9,128,29,23,17,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,10,128,24,30,12,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,11,128,30,24,11,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,12,128,28,33,16,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,13,128,28,30,12,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,14,128,31,23,14,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,15,128,21,33,14,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,16,128,23,26,14,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,17,128,28,28,14,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,18,128,23,29,15,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,19,128,30,32,18,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,20,128,25,32,14,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,21,128,20,33,10,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,22,128,30,31,15,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,23,128,20,32,12,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,24,128,24,30,10,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,25,128,20,24,14,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,26,128,29,29,14,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,27,128,24,25,12,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,28,128,29,25,9,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,29,128,28,27,9,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,30,128,25,31,10,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,31,128,23,31,10,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,32,128,28,25,12,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,33,128,25,31,13,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,34,128,22,23,18,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,35,128,33,30,10,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,36,128,24,22,13,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,37,128,24,24,18,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,38,128,22,28,12,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,39,128,28,28,16,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,40,128,25,24,12,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,41,128,28,23,11,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,42,128,29,26,11,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,43,128,32,30,10,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,44,128,24,24,15,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,45,128,20,32,11,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,46,128,21,32,12,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,47,128,25,26,13,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,48,128,31,32,14,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,49,128,29,24,17,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,50,128,32,24,16,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,51,128,32,29,18,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,52,128,23,22,12,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,53,128,33,22,10,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,54,128,29,23,13,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,55,128,28,23,11,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,56,128,30,28,18,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,57,128,27,25,14,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,58,128,21,23,9,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,59,128,32,33,15,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,60,128,30,29,9,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,61,128,31,30,12,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,62,128,21,24,11,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,0,63,128,24,25,18,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,0,128,22,26,11,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,1,128,30,33,10,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,2,128,29,23,12,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,3,128,20,31,9,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,4,128,23,29,15,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,5,128,32,26,13,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,6,128,21,27,17,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,7,128,25,22,12,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,8,128,33,28,9,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,9,128,30,24,12,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,10,128,21,30,16,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,11,128,33,23,9,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,12,128,33,26,12,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,13,128,30,24,13,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,14,128,20,33,11,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,15,128,26,24,10,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,16,128,24,26,15,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,17,128,29,31,18,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,18,128,24,22,15,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,19,128,25,22,17,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,20,128,31,28,18,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,21,128,26,30,16,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,22,128,28,23,15,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,23,128,23,32,12,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,24,128,31,27,11,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,25,128,31,26,17,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,26,128,32,29,13,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,27,128,26,25,14,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,28,128,28,33,11,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,29,128,21,30,11,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,30,128,20,33,13,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,31,128,32,30,15,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,32,128,33,24,18,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,33,128,25,32,11,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,34,128,27,24,16,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,35,128,23,30,15,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,36,128,21,25,14,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,37,128,26,28,17,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,38,128,33,25,9,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,39,128,26,22,18,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,40,128,31,22,14,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,41,128,32,29,15,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,42,128,20,23,16,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,43,128,33,33,17,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,44,128,28,32,9,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,45,128,22,28,15,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,46,128,23,32,18,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,47,128,30,28,18,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,48,128,27,33,13,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,49,128,33,31,13,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,50,128,22,29,13,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,51,128,29,25,13,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,52,128,32,24,16,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,53,128,21,28,14,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,54,128,26,26,13,1,3,1,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
clean_contact,1,55,128,20,32,15,1,3,0,0.14000,0.04000,0.08000,0.08000,0.03000,0.02000,0.02000,0.02000
