split,seed,episode_id,method,mask_f1,precision,recall,occluded_recall,passive_false_attribution,effect_error,target_success,unsafe_contact,brier,calibration_error,success_probability,unsafe_probability,passive_amp,occlusion,articulation,distractor,stress_axis,stress_level
combined_hard_shift,0,2,action_direction_projection,0.67568,0.53191,0.92593,0.77778,0.31579,0.48230,1,0,0.17489,0.27760,0.51529,0.14335,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,2,noncausal_flow_transformer_proxy,0.72222,0.57778,0.96296,0.88889,0.50000,0.59478,0,0,0.16628,0.18817,0.48504,0.19196,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,2,learned_correlation_classifier,0.93103,0.87097,1.00000,1.00000,0.10526,0.34182,1,1,0.12191,0.16727,0.76703,0.07847,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,2,causal_scene_flow_model,0.84211,0.80000,0.88889,0.66667,0.15789,0.74912,0,0,0.11981,0.09590,0.66432,0.07351,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,2,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00219,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,3,action_direction_projection,0.61290,0.46341,0.90476,0.71429,0.40000,0.53904,1,0,0.18048,0.30701,0.44209,0.16862,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,3,noncausal_flow_transformer_proxy,0.74074,0.60606,0.95238,0.85714,0.32500,0.60957,1,0,0.12928,0.20686,0.54553,0.14381,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,3,learned_correlation_classifier,1.00000,1.00000,1.00000,1.00000,0.00000,0.26896,0,0,0.10144,0.18300,0.85207,0.04900,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,3,causal_scene_flow_model,0.97561,1.00000,0.95238,0.85714,0.00000,0.55838,1,0,0.04858,0.10380,0.82105,0.03802,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,3,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00281,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,4,action_direction_projection,0.56716,0.41304,0.90476,0.71429,0.45714,0.33864,1,1,0.24564,0.35065,0.41412,0.18462,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,4,noncausal_flow_transformer_proxy,0.71429,0.57143,0.95238,0.85714,0.42857,0.26044,0,0,0.15049,0.21600,0.53292,0.17281,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,4,learned_correlation_classifier,0.75000,0.60000,1.00000,1.00000,0.40000,0.25804,1,0,0.13815,0.21066,0.56616,0.16100,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,4,causal_scene_flow_model,0.82353,0.70000,1.00000,1.00000,0.25714,0.65515,0,0,0.10344,0.14877,0.63292,0.08712,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,4,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00281,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,5,action_direction_projection,0.44737,0.30357,0.85000,0.57143,0.67391,0.46272,1,1,0.28949,0.40211,0.25716,0.24970,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,5,noncausal_flow_transformer_proxy,0.64407,0.48718,0.95000,0.85714,0.43478,0.33268,1,0,0.15661,0.25151,0.47481,0.17474,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,5,learned_correlation_classifier,0.65574,0.48780,1.00000,1.00000,0.45652,0.34814,0,0,0.15336,0.24875,0.47534,0.17683,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,5,causal_scene_flow_model,0.75472,0.60606,1.00000,1.00000,0.28261,0.62154,0,0,0.09898,0.17419,0.58098,0.09225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,5,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00292,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,6,action_direction_projection,0.48276,0.32812,0.91304,0.75000,0.72973,0.56309,0,0,0.24268,0.35978,0.25626,0.26028,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,6,noncausal_flow_transformer_proxy,0.68852,0.55263,0.91304,0.75000,0.45946,0.47349,1,0,0.14194,0.19002,0.48493,0.18461,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,6,learned_correlation_classifier,0.75410,0.60526,1.00000,1.00000,0.40541,0.45758,1,0,0.12481,0.19541,0.54756,0.16251,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,6,causal_scene_flow_model,0.91667,0.88000,0.95652,0.87500,0.08108,0.71094,1,0,0.08535,0.08795,0.74184,0.05413,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,6,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00260,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,7,action_direction_projection,0.71111,0.61538,0.84211,0.50000,0.15625,0.40168,0,0,0.14833,0.26492,0.59283,0.10538,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,7,noncausal_flow_transformer_proxy,0.72000,0.58065,0.94737,0.83333,0.40625,0.75720,1,0,0.13168,0.22057,0.49350,0.16696,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,7,learned_correlation_classifier,0.95000,0.90476,1.00000,1.00000,0.06250,0.41897,1,0,0.09919,0.19235,0.78457,0.06650,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,7,causal_scene_flow_model,0.79167,0.65517,1.00000,1.00000,0.31250,0.89690,1,0,0.07737,0.17242,0.57094,0.09828,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,7,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00302,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,8,action_direction_projection,0.96429,0.96429,0.96429,0.90000,0.02703,0.28573,0,1,0.08924,0.15925,0.81782,0.05942,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,8,noncausal_flow_transformer_proxy,0.86154,0.75676,1.00000,1.00000,0.24324,0.54954,1,0,0.11803,0.15651,0.65898,0.11711,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,8,learned_correlation_classifier,1.00000,1.00000,1.00000,1.00000,0.00000,0.29150,0,0,0.08238,0.13093,0.84981,0.04900,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,8,causal_scene_flow_model,0.98246,0.96552,1.00000,1.00000,0.02703,0.32622,1,0,0.04878,0.14240,0.84149,0.04073,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,8,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00208,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,9,action_direction_projection,0.54795,0.38462,0.95238,0.85714,0.50000,0.44647,0,0,0.26579,0.36575,0.37788,0.19281,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,9,noncausal_flow_transformer_proxy,0.64615,0.47727,1.00000,1.00000,0.44231,0.39051,1,0,0.15912,0.25306,0.46838,0.17285,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,9,learned_correlation_classifier,0.64615,0.47727,1.00000,1.00000,0.44231,0.38843,0,0,0.15518,0.24903,0.46858,0.17285,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,9,causal_scene_flow_model,0.75472,0.62500,0.95238,0.85714,0.23077,0.55266,0,0,0.11126,0.19997,0.60239,0.08455,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,9,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00281,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,10,action_direction_projection,0.80000,0.73333,0.88000,0.62500,0.25000,0.34003,0,0,0.11982,0.20759,0.63496,0.12860,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,10,noncausal_flow_transformer_proxy,0.78125,0.64103,1.00000,1.00000,0.43750,0.69353,0,1,0.13581,0.19800,0.53399,0.17150,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,10,learned_correlation_classifier,0.92593,0.86207,1.00000,1.00000,0.12500,0.44165,1,0,0.10009,0.17386,0.74795,0.08400,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,10,causal_scene_flow_model,0.81967,0.69444,1.00000,1.00000,0.34375,0.57962,0,0,0.09702,0.20769,0.61352,0.10458,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,10,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00240,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,11,action_direction_projection,0.57143,0.43137,0.84615,0.55556,0.44737,0.41774,1,1,0.24054,0.32199,0.41193,0.18657,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,11,noncausal_flow_transformer_proxy,0.78125,0.65789,0.96154,0.88889,0.34211,0.35741,0,0,0.13930,0.16706,0.59431,0.14787,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,11,learned_correlation_classifier,0.78788,0.65000,1.00000,1.00000,0.36842,0.36510,0,0,0.13161,0.17702,0.59081,0.15216,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,11,causal_scene_flow_model,0.96154,0.96154,0.96154,0.88889,0.02632,0.63833,1,0,0.09819,0.09271,0.79584,0.04280,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,11,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0,0,0.00003,0.00229,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,12,action_direction_projection,0.49231,0.36364,0.76190,0.28571,0.60870,0.44525,0,0,0.23614,0.33765,0.30862,0.23848,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,12,noncausal_flow_transformer_proxy,0.66667,0.51282,0.95238,0.85714,0.41304,0.42627,0,0,0.14955,0.23111,0.48735,0.16846,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,12,learned_correlation_classifier,0.68852,0.52500,1.00000,1.00000,0.41304,0.43581,0,0,0.13844,0.22592,0.50170,0.16465,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,12,causal_scene_flow_model,0.68852,0.52500,1.00000,1.00000,0.41304,0.63012,1,0,0.14062,0.23547,0.49727,0.11855,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,12,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00281,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,13,action_direction_projection,0.58824,0.45455,0.83333,0.50000,0.45714,0.45627,1,1,0.17870,0.31093,0.41710,0.19033,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,13,noncausal_flow_transformer_proxy,0.69231,0.52941,1.00000,1.00000,0.45714,0.49455,1,0,0.13864,0.24123,0.48613,0.17700,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,13,learned_correlation_classifier,0.75000,0.60000,1.00000,1.00000,0.34286,0.44500,1,0,0.11814,0.22445,0.56346,0.14500,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,13,causal_scene_flow_model,0.69231,0.52941,1.00000,1.00000,0.45714,0.53220,1,0,0.13182,0.25212,0.49736,0.12744,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,13,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00312,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,14,action_direction_projection,0.95833,1.00000,0.92000,0.75000,0.00000,0.21725,0,0,0.07944,0.15018,0.82807,0.05540,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,14,noncausal_flow_transformer_proxy,0.66667,0.50000,1.00000,1.00000,0.52083,0.92163,1,0,0.16815,0.23000,0.40764,0.19483,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,14,learned_correlation_classifier,1.00000,1.00000,1.00000,1.00000,0.00000,0.27733,0,0,0.10105,0.17410,0.85123,0.04900,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,14,causal_scene_flow_model,0.98039,0.96154,1.00000,1.00000,0.02083,0.23662,1,0,0.07859,0.19855,0.85074,0.03948,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,14,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00240,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,15,action_direction_projection,0.50704,0.34615,0.94737,0.83333,0.72727,0.48839,1,0,0.26723,0.40045,0.28142,0.25685,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,15,noncausal_flow_transformer_proxy,0.67857,0.51351,1.00000,1.00000,0.40909,0.38645,1,1,0.14926,0.26013,0.50077,0.16355,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,15,learned_correlation_classifier,0.66667,0.50000,1.00000,1.00000,0.43182,0.39422,1,0,0.14642,0.25911,0.48530,0.16991,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,15,causal_scene_flow_model,0.66667,0.50000,1.00000,1.00000,0.43182,0.52812,1,0,0.13018,0.23995,0.48691,0.12233,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,15,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00302,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,16,action_direction_projection,0.54945,0.39683,0.89286,0.70000,0.69048,0.48946,1,0,0.26140,0.34773,0.32130,0.25090,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,16,noncausal_flow_transformer_proxy,0.77143,0.64286,0.96429,0.90000,0.35714,0.36784,1,0,0.14179,0.16878,0.58218,0.15186,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,16,learned_correlation_classifier,0.76712,0.62222,1.00000,1.00000,0.40476,0.38954,0,0,0.13440,0.18213,0.56366,0.16233,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,16,causal_scene_flow_model,0.94545,0.96296,0.92857,0.80000,0.02381,0.56287,1,0,0.08392,0.08427,0.79283,0.04419,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,16,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00208,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,17,action_direction_projection,0.66667,0.52381,0.91667,0.75000,0.54054,0.51869,1,0,0.19178,0.29783,0.44241,0.20702,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,17,noncausal_flow_transformer_proxy,0.71642,0.55814,1.00000,1.00000,0.51351,0.55805,1,0,0.14717,0.21691,0.48087,0.19278,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,17,learned_correlation_classifier,0.71642,0.55814,1.00000,1.00000,0.51351,0.55805,0,1,0.12194,0.20322,0.48087,0.19278,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,17,causal_scene_flow_model,0.71642,0.55814,1.00000,1.00000,0.51351,0.73584,1,0,0.12907,0.22886,0.47809,0.13880,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,17,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00250,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,18,action_direction_projection,0.57627,0.43590,0.85000,0.57143,0.38298,0.57534,0,1,0.17579,0.29953,0.41759,0.16823,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,18,noncausal_flow_transformer_proxy,0.71429,0.55556,1.00000,1.00000,0.34043,0.56093,1,0,0.14619,0.24758,0.52755,0.14432,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,18,learned_correlation_classifier,0.85106,0.74074,1.00000,1.00000,0.14894,0.41486,0,0,0.10905,0.21189,0.69152,0.09070,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,18,causal_scene_flow_model,0.97561,0.95238,1.00000,1.00000,0.02128,0.50029,1,0,0.06199,0.16459,0.82091,0.03957,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,18,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00292,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,19,action_direction_projection,0.53968,0.37778,0.94444,0.83333,0.39535,0.40138,0,0,0.25005,0.38157,0.40591,0.16414,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,19,noncausal_flow_transformer_proxy,0.70588,0.54545,1.00000,1.00000,0.34884,0.28571,0,1,0.13785,0.23722,0.54684,0.14667,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,19,learned_correlation_classifier,0.69231,0.52941,1.00000,1.00000,0.37209,0.28759,1,0,0.13122,0.23067,0.53064,0.15319,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,19,causal_scene_flow_model,0.79070,0.68000,0.94444,0.83333,0.18605,0.61150,0,1,0.08431,0.14697,0.63421,0.07599,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,19,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00312,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,20,action_direction_projection,0.80851,0.67857,1.00000,1.00000,0.08571,0.42955,1,0,0.13144,0.26786,0.67797,0.07300,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,20,noncausal_flow_transformer_proxy,0.76000,0.61290,1.00000,1.00000,0.34286,0.59649,1,0,0.12624,0.21887,0.55532,0.14500,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,20,learned_correlation_classifier,0.86364,0.76000,1.00000,1.00000,0.17143,0.44501,1,0,0.09195,0.19112,0.69101,0.09700,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,20,causal_scene_flow_model,0.77551,0.63333,1.00000,1.00000,0.31429,0.80327,0,0,0.06979,0.16424,0.56850,0.09864,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,20,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00302,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,21,action_direction_projection,0.77419,0.66667,0.92308,0.77778,0.32432,0.34183,1,1,0.15429,0.22938,0.59591,0.14596,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,21,noncausal_flow_transformer_proxy,0.81250,0.68421,1.00000,1.00000,0.32432,0.37332,0,0,0.12443,0.17206,0.61957,0.13981,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,21,learned_correlation_classifier,0.81250,0.68421,1.00000,1.00000,0.32432,0.37332,0,0,0.10854,0.16196,0.61957,0.13981,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,21,causal_scene_flow_model,0.81250,0.68421,1.00000,1.00000,0.32432,0.40306,1,1,0.11425,0.19867,0.63160,0.10066,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,21,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00229,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,22,action_direction_projection,0.60241,0.43860,0.96154,0.88889,0.51111,0.45725,1,0,0.24158,0.32788,0.41182,0.19519,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,22,noncausal_flow_transformer_proxy,0.80000,0.66667,1.00000,1.00000,0.28889,0.34491,0,1,0.14398,0.18252,0.62359,0.12989,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,22,learned_correlation_classifier,0.76471,0.61905,1.00000,1.00000,0.35556,0.35440,0,0,0.13490,0.19063,0.57926,0.14856,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,22,causal_scene_flow_model,0.98039,1.00000,0.96154,0.88889,0.00000,0.62745,1,0,0.08272,0.09529,0.81749,0.03750,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,22,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00229,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,23,action_direction_projection,0.45783,0.29688,1.00000,1.00000,0.69048,0.56834,0,0,0.26269,0.40218,0.24928,0.24233,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,23,noncausal_flow_transformer_proxy,0.61017,0.45000,0.94737,0.83333,0.52381,0.47903,1,0,0.15104,0.23530,0.41151,0.19988,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,23,learned_correlation_classifier,0.70370,0.54286,1.00000,1.00000,0.38095,0.43321,1,0,0.13372,0.23537,0.52157,0.15567,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,23,causal_scene_flow_model,0.91892,0.94444,0.89474,0.66667,0.02381,0.59026,0,0,0.08010,0.10928,0.77152,0.04614,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,0,23,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00302,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,1,0,action_direction_projection,0.75000,0.66667,0.85714,0.57143,0.00000,0.37326,0,0,0.12351,0.22693,0.66664,0.06043,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,1,0,noncausal_flow_transformer_proxy,0.67742,0.51220,1.00000,1.00000,0.51282,0.90082,0,0,0.15123,0.23478,0.41949,0.19259,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,1,0,learned_correlation_classifier,0.93333,0.87500,1.00000,1.00000,0.07692,0.44854,0,0,0.11321,0.20533,0.76591,0.07054,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,1,0,causal_scene_flow_model,0.70175,0.55556,0.95238,0.85714,0.41026,1.07344,0,0,0.11219,0.17776,0.47032,0.12073,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,1,0,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00281,0.95896,0.01225,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,1,1,action_direction_projection,0.56338,0.40000,0.95238,1.00000,0.43182,0.43968,0,0,0.23701,0.34340,0.40845,0.17372,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
combined_hard_shift,1,1,noncausal_flow_transformer_proxy,0.71429,0.57143,0.95238,0.85714,0.34091,0.38883,1,1,0.14908,0.21795,0.54463,0.14826,0.10000,0.34000,0.48000,0.40000,passive_flow,0.0
