split,seed,episode_id,method,mask_f1,precision,recall,occluded_recall,passive_false_attribution,effect_error,target_success,unsafe_contact,brier,calibration_error,success_probability,unsafe_probability,passive_amp,occlusion,articulation,distractor
combined_hard_shift,0,4,correlation_only_causal_head,0.72727,0.58537,0.96000,0.87500,0.45946,0.51855,1,1,0.12193,0.18931,0.49572,0.18085,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,4,mask_only_no_effect_predictor,0.72727,0.58537,0.96000,0.87500,0.45946,0.94301,0,0,0.10423,0.18900,0.33328,0.18085,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,5,full_causal_scene_flow_model,0.66667,0.54286,0.86364,0.57143,0.32653,1.00025,0,0,0.13895,0.20416,0.45737,0.10896,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,5,minus_action_conditioning,0.64706,0.47826,1.00000,1.00000,0.48980,1.12328,0,0,0.20680,0.26012,0.38293,0.18614,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,5,minus_passive_flow_factor,0.56410,0.39286,1.00000,1.00000,0.69388,0.83798,0,0,0.17600,0.31861,0.28392,0.24329,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,5,minus_articulation_graph,0.69565,0.66667,0.72727,0.14286,0.16327,0.76678,0,1,0.14578,0.16765,0.53170,0.11653,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,5,minus_occlusion_reasoning,0.69231,0.60000,0.81818,0.42857,0.24490,0.90667,0,0,0.14293,0.20023,0.49251,0.13212,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,5,correlation_only_causal_head,0.70968,0.55000,1.00000,1.00000,0.36735,0.73032,0,0,0.15722,0.25735,0.48802,0.15186,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,5,mask_only_no_effect_predictor,0.66667,0.54286,0.86364,0.57143,0.32653,1.42025,0,0,0.13895,0.20416,0.32237,0.15134,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,6,full_causal_scene_flow_model,0.89362,0.80769,1.00000,1.00000,0.10870,0.70441,1,0,0.08365,0.19775,0.70679,0.05719,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,6,minus_action_conditioning,0.64615,0.47727,1.00000,1.00000,0.50000,1.03718,0,0,0.15186,0.25817,0.37944,0.18900,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,6,minus_passive_flow_factor,0.82353,0.70000,1.00000,1.00000,0.19565,0.79359,0,0,0.14032,0.28067,0.60946,0.10378,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,6,minus_articulation_graph,0.93333,0.87500,1.00000,1.00000,0.06522,0.65105,1,0,0.08515,0.17347,0.73710,0.06726,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,6,minus_occlusion_reasoning,0.93333,0.87500,1.00000,1.00000,0.06522,0.65105,1,0,0.08816,0.19685,0.73710,0.06726,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,6,correlation_only_causal_head,0.97674,0.95455,1.00000,1.00000,0.02174,0.58161,1,0,0.11480,0.21947,0.78661,0.05509,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,6,mask_only_no_effect_predictor,0.89362,0.80769,1.00000,1.00000,0.10870,1.12441,1,0,0.08365,0.19775,0.54223,0.07943,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,7,full_causal_scene_flow_model,1.00000,1.00000,1.00000,1.00000,0.00000,0.36109,1,0,0.06146,0.12467,0.84603,0.03528,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,7,minus_action_conditioning,0.78873,0.66667,0.96552,0.90000,0.35897,0.70052,1,0,0.13957,0.17201,0.54868,0.15227,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,7,minus_passive_flow_factor,0.78378,0.64444,1.00000,1.00000,0.41026,0.52356,0,0,0.11638,0.21884,0.54856,0.16387,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,7,minus_articulation_graph,0.96429,1.00000,0.93103,0.80000,0.00000,0.33004,1,0,0.07846,0.09457,0.80913,0.05452,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,7,minus_occlusion_reasoning,0.98246,1.00000,0.96552,0.90000,0.00000,0.34311,1,0,0.07243,0.11912,0.82054,0.05176,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,7,correlation_only_causal_head,1.00000,1.00000,1.00000,1.00000,0.00000,0.36109,0,0,0.10340,0.15315,0.83103,0.04900,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,7,mask_only_no_effect_predictor,1.00000,1.00000,1.00000,1.00000,0.00000,0.78109,0,0,0.06146,0.12467,0.66903,0.04900,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,8,full_causal_scene_flow_model,0.67857,0.51351,1.00000,1.00000,0.41860,0.37152,0,0,0.12297,0.23962,0.50277,0.11967,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,8,minus_action_conditioning,0.67857,0.51351,1.00000,1.00000,0.41860,0.37152,0,0,0.14890,0.26476,0.48777,0.16621,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,8,minus_passive_flow_factor,0.67857,0.51351,1.00000,1.00000,0.41860,0.37152,1,0,0.13213,0.26047,0.48777,0.16621,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,8,minus_articulation_graph,0.69091,0.52778,1.00000,1.00000,0.39535,0.36785,1,0,0.11929,0.22029,0.50329,0.15970,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,8,minus_occlusion_reasoning,0.67857,0.51351,1.00000,1.00000,0.41860,0.37152,0,0,0.12494,0.23787,0.48777,0.16621,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,8,correlation_only_causal_head,0.76000,0.61290,1.00000,1.00000,0.27907,0.34548,1,1,0.11575,0.20524,0.58645,0.12714,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,8,mask_only_no_effect_predictor,0.67857,0.51351,1.00000,1.00000,0.41860,0.79152,0,0,0.12297,0.23962,0.32577,0.16621,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,9,full_causal_scene_flow_model,1.00000,1.00000,1.00000,1.00000,0.00000,0.14900,0,0,0.06206,0.18159,0.86723,0.03528,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,9,minus_action_conditioning,0.80702,0.67647,1.00000,1.00000,0.22000,0.41393,1,0,0.14242,0.24466,0.62905,0.11060,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,9,minus_passive_flow_factor,0.80702,0.67647,1.00000,1.00000,0.22000,0.41472,1,0,0.12061,0.23695,0.62898,0.11060,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,9,minus_articulation_graph,1.00000,1.00000,1.00000,1.00000,0.00000,0.14900,1,0,0.06625,0.16042,0.85223,0.04900,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,9,minus_occlusion_reasoning,1.00000,1.00000,1.00000,1.00000,0.00000,0.14900,1,0,0.06845,0.18045,0.85223,0.04900,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,9,correlation_only_causal_head,1.00000,1.00000,1.00000,1.00000,0.00000,0.14900,1,0,0.10136,0.17298,0.85223,0.04900,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,9,mask_only_no_effect_predictor,1.00000,1.00000,1.00000,1.00000,0.00000,0.56900,1,0,0.06206,0.18159,0.69023,0.04900,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,10,full_causal_scene_flow_model,0.78378,0.64444,1.00000,1.00000,0.39024,0.41037,0,0,0.12150,0.22470,0.58048,0.11395,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,10,minus_action_conditioning,0.78378,0.64444,1.00000,1.00000,0.39024,0.41037,1,0,0.15095,0.22762,0.56548,0.15827,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,10,minus_passive_flow_factor,0.82857,0.70732,1.00000,1.00000,0.29268,0.37384,1,0,0.10933,0.20275,0.62780,0.13095,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,10,minus_articulation_graph,0.78378,0.64444,1.00000,1.00000,0.39024,0.41037,1,0,0.11480,0.20075,0.56548,0.15827,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,10,minus_occlusion_reasoning,0.78378,0.64444,1.00000,1.00000,0.39024,0.41037,1,0,0.12259,0.21855,0.56548,0.15827,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,10,correlation_only_causal_head,0.87879,0.78378,1.00000,1.00000,0.19512,0.32234,0,0,0.10370,0.14838,0.69542,0.10363,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,10,mask_only_no_effect_predictor,0.78378,0.64444,1.00000,1.00000,0.39024,0.83037,1,0,0.12150,0.22470,0.40348,0.15827,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,11,full_causal_scene_flow_model,0.77143,0.64286,0.96429,0.90000,0.44118,0.28989,1,0,0.14413,0.23420,0.56962,0.12628,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,11,minus_action_conditioning,0.76056,0.62791,0.96429,0.90000,0.47059,0.30078,0,0,0.14867,0.21233,0.53769,0.18362,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,11,minus_passive_flow_factor,0.78873,0.65116,1.00000,1.00000,0.44118,0.28938,1,0,0.12847,0.21499,0.56678,0.17253,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,11,minus_articulation_graph,0.77143,0.64286,0.96429,0.90000,0.44118,0.28989,0,1,0.13981,0.21056,0.55462,0.17539,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,11,minus_occlusion_reasoning,0.77143,0.64286,0.96429,0.90000,0.44118,0.28989,1,0,0.14512,0.22959,0.55462,0.17539,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,11,correlation_only_causal_head,0.79412,0.67500,0.96429,0.90000,0.38235,0.28010,0,0,0.12162,0.15949,0.58795,0.15892,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,11,mask_only_no_effect_predictor,0.77143,0.64286,0.96429,0.90000,0.44118,0.70989,1,0,0.14413,0.23420,0.39262,0.17539,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,12,full_causal_scene_flow_model,0.75325,0.60417,1.00000,1.00000,0.38776,0.74859,1,0,0.09718,0.20054,0.52598,0.11345,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,12,minus_action_conditioning,0.70732,0.54717,1.00000,1.00000,0.48980,0.83073,0,0,0.18421,0.25049,0.44204,0.18614,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,12,minus_passive_flow_factor,0.79452,0.65909,1.00000,1.00000,0.30612,0.68270,0,0,0.11739,0.21276,0.56931,0.13471,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,12,minus_articulation_graph,0.90625,0.82857,1.00000,1.00000,0.12245,0.49694,1,0,0.09479,0.16350,0.71753,0.08329,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,12,minus_occlusion_reasoning,0.79452,0.65909,1.00000,1.00000,0.30612,0.68270,1,0,0.09976,0.19193,0.56931,0.13471,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,12,correlation_only_causal_head,0.96667,0.93548,1.00000,1.00000,0.04082,0.38715,1,0,0.11054,0.16154,0.79366,0.06043,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,12,mask_only_no_effect_predictor,0.75325,0.60417,1.00000,1.00000,0.38776,1.16859,1,0,0.09718,0.20054,0.36584,0.15757,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,13,full_causal_scene_flow_model,0.87719,0.80645,0.96154,0.88889,0.17647,0.95720,1,0,0.09501,0.08907,0.65104,0.07307,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,13,minus_action_conditioning,0.77612,0.63415,1.00000,1.00000,0.44118,1.07344,1,0,0.14643,0.16142,0.48689,0.17253,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,13,minus_passive_flow_factor,0.63415,0.46429,1.00000,1.00000,0.88235,0.80591,1,0,0.16081,0.26588,0.28339,0.29606,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,13,minus_articulation_graph,0.76596,0.85714,0.69231,0.44444,0.08824,0.86851,1,0,0.12004,0.05835,0.59175,0.09832,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,13,minus_occlusion_reasoning,0.85714,0.80000,0.92308,0.77778,0.17647,0.94622,0,0,0.10420,0.08758,0.62310,0.10457,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,13,correlation_only_causal_head,0.78788,0.65000,1.00000,1.00000,0.41176,0.80659,0,0,0.14045,0.19049,0.52270,0.16429,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,13,mask_only_no_effect_predictor,0.87719,0.80645,0.96154,0.88889,0.17647,1.37720,0,0,0.09501,0.08907,0.51176,0.10149,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,14,full_causal_scene_flow_model,0.65854,0.50000,0.96429,0.90000,0.65854,0.74487,0,0,0.14891,0.21071,0.38423,0.17010,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,14,minus_action_conditioning,0.73684,0.58333,1.00000,1.00000,0.48780,0.90607,1,0,0.17969,0.20421,0.45573,0.18559,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,14,minus_passive_flow_factor,0.62222,0.45161,1.00000,1.00000,0.82927,0.60143,0,1,0.18515,0.29161,0.31035,0.28120,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,14,minus_articulation_graph,0.65672,0.56410,0.78571,0.40000,0.41463,0.55359,1,0,0.15726,0.16842,0.45538,0.18224,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,14,minus_occlusion_reasoning,0.63291,0.49020,0.89286,0.70000,0.63415,0.69032,1,1,0.15881,0.19735,0.36358,0.23513,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,14,correlation_only_causal_head,0.69136,0.52830,1.00000,1.00000,0.60976,0.49842,1,0,0.17080,0.22670,0.43051,0.21973,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,14,mask_only_no_effect_predictor,0.65854,0.50000,0.96429,0.90000,0.65854,1.16487,0,0,0.14891,0.21071,0.22372,0.23625,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,15,full_causal_scene_flow_model,0.78261,0.72000,0.85714,0.57143,0.15909,0.87110,1,0,0.09714,0.14023,0.59831,0.07558,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,15,minus_action_conditioning,0.65625,0.48837,1.00000,1.00000,0.50000,1.14793,0,0,0.17175,0.23407,0.38651,0.18900,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,15,minus_passive_flow_factor,0.79245,0.65625,1.00000,1.00000,0.25000,0.94160,1,0,0.13335,0.27623,0.55769,0.11900,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,15,minus_articulation_graph,0.78947,0.88235,0.71429,0.14286,0.04545,0.58885,1,0,0.10879,0.11075,0.64815,0.08458,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,15,minus_occlusion_reasoning,0.74419,0.72727,0.76190,0.28571,0.13636,0.79807,1,0,0.10268,0.13897,0.57008,0.10623,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,15,correlation_only_causal_head,0.97674,0.95455,1.00000,1.00000,0.02273,0.66821,0,0,0.11488,0.21190,0.77767,0.05536,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,15,mask_only_no_effect_predictor,0.78261,0.72000,0.85714,0.57143,0.15909,1.29110,1,0,0.09714,0.14023,0.45042,0.10497,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,16,full_causal_scene_flow_model,0.90000,0.81818,1.00000,1.00000,0.08889,0.54552,1,0,0.06978,0.16147,0.73269,0.05320,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,16,minus_action_conditioning,1.00000,1.00000,1.00000,1.00000,0.00000,0.62206,1,0,0.12503,0.22483,0.80493,0.04900,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,16,minus_passive_flow_factor,0.62069,0.45000,1.00000,1.00000,0.48889,0.54951,0,0,0.16889,0.30525,0.40978,0.18589,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,16,minus_articulation_graph,0.94737,0.90000,1.00000,1.00000,0.04444,0.57130,1,0,0.08399,0.14337,0.76072,0.06144,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,16,minus_occlusion_reasoning,0.90000,0.81818,1.00000,1.00000,0.08889,0.54552,1,0,0.08044,0.16113,0.71769,0.07389,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,16,correlation_only_causal_head,0.70588,0.54545,1.00000,1.00000,0.33333,0.50981,0,0,0.13468,0.23213,0.51694,0.14233,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,16,mask_only_no_effect_predictor,0.90000,0.81818,1.00000,1.00000,0.08889,0.96552,0,0,0.06978,0.16147,0.55569,0.07389,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,17,full_causal_scene_flow_model,0.87500,0.95455,0.80769,0.44444,0.02273,0.55185,1,0,0.09804,0.10608,0.73309,0.05094,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,17,minus_action_conditioning,0.80645,0.69444,0.96154,0.88889,0.25000,0.74609,1,0,0.14104,0.15764,0.58704,0.12208,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,17,minus_passive_flow_factor,0.54167,0.37143,1.00000,1.00000,1.00000,0.72429,1,0,0.22759,0.34268,0.19387,0.32900,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,17,minus_articulation_graph,0.79070,1.00000,0.65385,0.00000,0.00000,0.36765,1,0,0.12221,0.07915,0.68386,0.07669,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,17,minus_occlusion_reasoning,0.81818,1.00000,0.69231,0.11111,0.00000,0.41086,0,0,0.10879,0.10811,0.69878,0.07362,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,17,correlation_only_causal_head,0.57778,0.40625,1.00000,1.00000,0.86364,0.72164,0,0,0.18878,0.26250,0.25760,0.29082,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,17,mask_only_no_effect_predictor,0.87500,0.95455,0.80769,0.44444,0.02273,0.97185,1,0,0.09804,0.10608,0.55609,0.07075,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,18,full_causal_scene_flow_model,0.97143,1.00000,0.94444,0.83333,0.00000,0.80277,1,0,0.06967,0.09747,0.78186,0.03848,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,18,minus_action_conditioning,0.87805,0.78261,1.00000,1.00000,0.11111,0.93624,0,0,0.13699,0.20616,0.65703,0.08011,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,18,minus_passive_flow_factor,0.55385,0.38298,1.00000,1.00000,0.64444,1.06760,0,0,0.17629,0.32815,0.27438,0.22944,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,18,minus_articulation_graph,0.50000,1.00000,0.33333,0.50000,0.00000,1.06283,0,1,0.09364,0.07787,0.41713,0.10233,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,18,minus_occlusion_reasoning,0.90909,1.00000,0.83333,0.50000,0.00000,0.73165,1,0,0.08101,0.09930,0.73033,0.06233,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,18,correlation_only_causal_head,0.87805,0.78261,1.00000,1.00000,0.11111,0.87494,0,0,0.13829,0.24261,0.66316,0.08011,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,18,mask_only_no_effect_predictor,0.97143,1.00000,0.94444,0.83333,0.00000,1.22277,1,1,0.06967,0.09747,0.62713,0.05344,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,19,full_causal_scene_flow_model,0.97959,1.00000,0.96000,0.87500,0.00000,0.45780,0,1,0.04457,0.12202,0.82207,0.03758,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,19,minus_action_conditioning,0.92593,0.86207,1.00000,1.00000,0.11429,0.48067,0,0,0.09436,0.17518,0.73522,0.08100,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,19,minus_passive_flow_factor,0.89286,0.80645,1.00000,1.00000,0.17143,0.49658,0,0,0.10165,0.21566,0.69448,0.09700,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,19,minus_articulation_graph,0.97959,1.00000,0.96000,0.87500,0.00000,0.45780,1,0,0.05448,0.11004,0.80707,0.05220,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,19,minus_occlusion_reasoning,0.97959,1.00000,0.96000,0.87500,0.00000,0.45780,1,0,0.05077,0.12516,0.80707,0.05220,0.62000,0.34000,0.48000,0.40000
combined_hard_shift,0,19,correlation_only_causal_head,0.97959,1.00000,0.96000,0.87500,0.00000,0.45780,1,0,0.08278,0.14761,0.80707,0.05220,0.62000,0.34000,0.48000,0.40000
