split,seed,episode_id,method,mask_f1,precision,recall,occluded_recall,passive_false_attribution,effect_error,target_success,unsafe_contact,brier,calibration_error,success_probability,unsafe_probability,passive_amp,occlusion,articulation,distractor
clean_contact,0,0,flow_magnitude_threshold,0.97143,1.00000,0.94444,0.00000,0.00000,0.03552,1,0,0.09767,0.20082,0.86990,0.04224,0.14000,0.04000,0.08000,0.08000
clean_contact,0,0,action_direction_projection,0.91892,0.89474,0.94444,0.00000,0.06061,0.09903,1,0,0.14873,0.31817,0.80983,0.05921,0.14000,0.04000,0.08000,0.08000
clean_contact,0,0,rigid_scene_flow_cluster,0.92308,0.85714,1.00000,1.00000,0.09091,0.18588,1,0,0.07669,0.19409,0.79557,0.06325,0.14000,0.04000,0.08000,0.08000
clean_contact,0,0,temporal_difference_mask,0.97143,1.00000,0.94444,0.00000,0.00000,0.03552,1,0,0.10532,0.23605,0.86990,0.04224,0.14000,0.04000,0.08000,0.08000
clean_contact,0,0,noncausal_flow_transformer_proxy,1.00000,1.00000,1.00000,1.00000,0.00000,0.05506,1,0,0.09647,0.20054,0.88795,0.03780,0.14000,0.04000,0.08000,0.08000
clean_contact,0,0,learned_correlation_classifier,1.00000,1.00000,1.00000,1.00000,0.00000,0.05506,1,0,0.08829,0.19525,0.88795,0.03780,0.14000,0.04000,0.08000,0.08000
clean_contact,0,0,causal_scene_flow_model,1.00000,1.00000,1.00000,1.00000,0.00000,0.11637,1,0,0.05171,0.13226,0.89682,0.02722,0.14000,0.04000,0.08000,0.08000
clean_contact,0,0,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00312,0.97345,0.00945,0.14000,0.04000,0.08000,0.08000
clean_contact,0,1,flow_magnitude_threshold,0.97436,1.00000,0.95000,0.00000,0.00000,0.02403,1,0,0.09514,0.22115,0.87310,0.04180,0.14000,0.04000,0.08000,0.08000
clean_contact,0,1,action_direction_projection,1.00000,1.00000,1.00000,1.00000,0.00000,0.05214,1,0,0.10406,0.26654,0.88824,0.03780,0.14000,0.04000,0.08000,0.08000
clean_contact,0,1,rigid_scene_flow_cluster,0.95238,0.90909,1.00000,1.00000,0.05714,0.14540,1,0,0.06937,0.19330,0.82958,0.05380,0.14000,0.04000,0.08000,0.08000
clean_contact,0,1,temporal_difference_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.05214,1,1,0.10580,0.25525,0.88824,0.03780,0.14000,0.04000,0.08000,0.08000
clean_contact,0,1,noncausal_flow_transformer_proxy,0.97561,0.95238,1.00000,1.00000,0.02857,0.09919,1,0,0.08426,0.18955,0.85846,0.04580,0.14000,0.04000,0.08000,0.08000
clean_contact,0,1,learned_correlation_classifier,1.00000,1.00000,1.00000,1.00000,0.00000,0.05214,1,0,0.07191,0.18711,0.88824,0.03780,0.14000,0.04000,0.08000,0.08000
clean_contact,0,1,causal_scene_flow_model,1.00000,1.00000,1.00000,1.00000,0.00000,0.05913,1,0,0.04342,0.15494,0.90254,0.02722,0.14000,0.04000,0.08000,0.08000
clean_contact,0,1,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00292,0.97345,0.00945,0.14000,0.04000,0.08000,0.08000
clean_contact,0,2,flow_magnitude_threshold,0.98113,1.00000,0.96296,0.00000,0.00000,0.03086,1,0,0.08872,0.17892,0.87716,0.04076,0.14000,0.04000,0.08000,0.08000
clean_contact,0,2,action_direction_projection,1.00000,1.00000,1.00000,1.00000,0.00000,0.03713,1,0,0.10348,0.24739,0.88974,0.03780,0.14000,0.04000,0.08000,0.08000
clean_contact,0,2,rigid_scene_flow_cluster,0.91525,0.84375,1.00000,1.00000,0.13889,0.19533,1,0,0.07797,0.17709,0.77571,0.07669,0.14000,0.04000,0.08000,0.08000
clean_contact,0,2,temporal_difference_mask,0.98113,1.00000,0.96296,0.00000,0.00000,0.03086,0,0,0.10144,0.22481,0.87716,0.04076,0.14000,0.04000,0.08000,0.08000
clean_contact,0,2,noncausal_flow_transformer_proxy,0.90000,0.81818,1.00000,1.00000,0.16667,0.22041,1,0,0.10127,0.17162,0.75475,0.08447,0.14000,0.04000,0.08000,0.08000
clean_contact,0,2,learned_correlation_classifier,0.91525,0.84375,1.00000,1.00000,0.13889,0.19229,1,0,0.08686,0.17368,0.77602,0.07669,0.14000,0.04000,0.08000,0.08000
clean_contact,0,2,causal_scene_flow_model,0.83077,0.71053,1.00000,1.00000,0.30556,0.30149,1,0,0.07259,0.17341,0.67429,0.08882,0.14000,0.04000,0.08000,0.08000
clean_contact,0,2,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00219,0.97345,0.00945,0.14000,0.04000,0.08000,0.08000
clean_contact,0,3,flow_magnitude_threshold,1.00000,1.00000,1.00000,1.00000,0.00000,0.01999,0,0,0.08300,0.21649,0.89146,0.03780,0.14000,0.04000,0.08000,0.08000
clean_contact,0,3,action_direction_projection,0.65625,0.48837,1.00000,1.00000,0.78571,0.43271,0,1,0.15253,0.32744,0.38956,0.25780,0.14000,0.04000,0.08000,0.08000
clean_contact,0,3,rigid_scene_flow_cluster,0.95455,0.91304,1.00000,1.00000,0.07143,0.09524,1,0,0.06229,0.18477,0.83211,0.05780,0.14000,0.04000,0.08000,0.08000
clean_contact,0,3,temporal_difference_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.01999,1,0,0.09703,0.24981,0.89146,0.03780,0.14000,0.04000,0.08000,0.08000
clean_contact,0,3,noncausal_flow_transformer_proxy,0.95455,0.91304,1.00000,1.00000,0.07143,0.09330,1,0,0.09058,0.20267,0.83231,0.05780,0.14000,0.04000,0.08000,0.08000
clean_contact,0,3,learned_correlation_classifier,0.95455,0.91304,1.00000,1.00000,0.07143,0.09238,1,0,0.08374,0.20901,0.83240,0.05780,0.14000,0.04000,0.08000,0.08000
clean_contact,0,3,causal_scene_flow_model,0.95455,0.91304,1.00000,1.00000,0.07143,0.10219,1,0,0.06123,0.18870,0.84642,0.04162,0.14000,0.04000,0.08000,0.08000
clean_contact,0,3,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00281,0.97345,0.00945,0.14000,0.04000,0.08000,0.08000
clean_contact,0,4,flow_magnitude_threshold,0.97561,1.00000,0.95238,0.00000,0.00000,0.03000,0,0,0.09115,0.22014,0.87338,0.04161,0.14000,0.04000,0.08000,0.08000
clean_contact,0,4,action_direction_projection,0.80769,0.67742,1.00000,1.00000,0.27027,0.29773,0,0,0.15766,0.33485,0.65339,0.11348,0.14000,0.04000,0.08000,0.08000
clean_contact,0,4,rigid_scene_flow_cluster,0.97674,0.95455,1.00000,1.00000,0.02703,0.05957,1,0,0.07015,0.19599,0.86365,0.04537,0.14000,0.04000,0.08000,0.08000
clean_contact,0,4,temporal_difference_mask,0.97561,1.00000,0.95238,0.00000,0.00000,0.03000,1,0,0.10544,0.25044,0.87338,0.04161,0.14000,0.04000,0.08000,0.08000
clean_contact,0,4,noncausal_flow_transformer_proxy,0.97674,0.95455,1.00000,1.00000,0.02703,0.05957,1,0,0.08729,0.17215,0.86365,0.04537,0.14000,0.04000,0.08000,0.08000
clean_contact,0,4,learned_correlation_classifier,1.00000,1.00000,1.00000,1.00000,0.00000,0.02278,0,0,0.08129,0.18939,0.89118,0.03780,0.14000,0.04000,0.08000,0.08000
clean_contact,0,4,causal_scene_flow_model,0.97674,0.95455,1.00000,1.00000,0.02703,0.14505,0,0,0.04461,0.10991,0.87010,0.03266,0.14000,0.04000,0.08000,0.08000
clean_contact,0,4,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00281,0.97345,0.00945,0.14000,0.04000,0.08000,0.08000
clean_contact,0,5,flow_magnitude_threshold,0.97436,1.00000,0.95000,0.00000,0.00000,0.02297,1,0,0.09156,0.21297,0.87321,0.04180,0.14000,0.04000,0.08000,0.08000
clean_contact,0,5,action_direction_projection,0.95238,0.90909,1.00000,1.00000,0.06250,0.10669,0,0,0.14336,0.31751,0.83195,0.05530,0.14000,0.04000,0.08000,0.08000
clean_contact,0,5,rigid_scene_flow_cluster,1.00000,1.00000,1.00000,1.00000,0.00000,0.03261,1,0,0.07147,0.19108,0.89019,0.03780,0.14000,0.04000,0.08000,0.08000
clean_contact,0,5,temporal_difference_mask,0.97436,1.00000,0.95000,0.00000,0.00000,0.02297,1,0,0.10791,0.25273,0.87321,0.04180,0.14000,0.04000,0.08000,0.08000
clean_contact,0,5,noncausal_flow_transformer_proxy,0.97436,1.00000,0.95000,0.00000,0.00000,0.02297,1,0,0.10781,0.19324,0.87321,0.04180,0.14000,0.04000,0.08000,0.08000
clean_contact,0,5,learned_correlation_classifier,0.97561,0.95238,1.00000,1.00000,0.03125,0.07522,0,0,0.09237,0.19712,0.86011,0.04655,0.14000,0.04000,0.08000,0.08000
clean_contact,0,5,causal_scene_flow_model,0.88889,0.80000,1.00000,1.00000,0.15625,0.29529,1,1,0.07940,0.15115,0.75740,0.05872,0.14000,0.04000,0.08000,0.08000
clean_contact,0,5,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00292,0.97345,0.00945,0.14000,0.04000,0.08000,0.08000
clean_contact,0,6,flow_magnitude_threshold,0.97959,1.00000,0.96000,0.00000,0.00000,0.01995,1,0,0.08874,0.18732,0.87717,0.04100,0.14000,0.04000,0.08000,0.08000
clean_contact,0,6,action_direction_projection,0.64935,0.48077,1.00000,1.00000,0.87097,0.40802,0,0,0.17117,0.32851,0.36333,0.28167,0.14000,0.04000,0.08000,0.08000
clean_contact,0,6,rigid_scene_flow_cluster,1.00000,1.00000,1.00000,1.00000,0.00000,0.02309,1,0,0.06402,0.16666,0.89115,0.03780,0.14000,0.04000,0.08000,0.08000
clean_contact,0,6,temporal_difference_mask,0.97959,1.00000,0.96000,0.00000,0.00000,0.01995,1,0,0.09988,0.21412,0.87717,0.04100,0.14000,0.04000,0.08000,0.08000
clean_contact,0,6,noncausal_flow_transformer_proxy,1.00000,1.00000,1.00000,1.00000,0.00000,0.02309,1,0,0.09467,0.14738,0.89115,0.03780,0.14000,0.04000,0.08000,0.08000
clean_contact,0,6,learned_correlation_classifier,1.00000,1.00000,1.00000,1.00000,0.00000,0.02309,1,0,0.08691,0.17090,0.89115,0.03780,0.14000,0.04000,0.08000,0.08000
clean_contact,0,6,causal_scene_flow_model,1.00000,1.00000,1.00000,1.00000,0.00000,0.10576,1,0,0.05471,0.10672,0.89788,0.02722,0.14000,0.04000,0.08000,0.08000
clean_contact,0,6,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00240,0.97345,0.00945,0.14000,0.04000,0.08000,0.08000
clean_contact,0,7,flow_magnitude_threshold,0.97561,1.00000,0.95238,0.00000,0.00000,0.02191,1,0,0.08620,0.22128,0.87419,0.04161,0.14000,0.04000,0.08000,0.08000
clean_contact,0,7,action_direction_projection,1.00000,1.00000,1.00000,1.00000,0.00000,0.04393,1,0,0.11218,0.28397,0.88906,0.03780,0.14000,0.04000,0.08000,0.08000
clean_contact,0,7,rigid_scene_flow_cluster,1.00000,1.00000,1.00000,1.00000,0.00000,0.04393,0,0,0.06832,0.19487,0.88906,0.03780,0.14000,0.04000,0.08000,0.08000
clean_contact,0,7,temporal_difference_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.04393,1,0,0.10467,0.25984,0.88906,0.03780,0.14000,0.04000,0.08000,0.08000
clean_contact,0,7,noncausal_flow_transformer_proxy,1.00000,1.00000,1.00000,1.00000,0.00000,0.04393,1,0,0.09551,0.21161,0.88906,0.03780,0.14000,0.04000,0.08000,0.08000
clean_contact,0,7,learned_correlation_classifier,1.00000,1.00000,1.00000,1.00000,0.00000,0.04393,1,0,0.08289,0.20989,0.88906,0.03780,0.14000,0.04000,0.08000,0.08000
clean_contact,0,7,causal_scene_flow_model,0.91304,0.84000,1.00000,1.00000,0.12121,0.19278,1,0,0.07436,0.20989,0.79437,0.05165,0.14000,0.04000,0.08000,0.08000
clean_contact,0,7,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00281,0.97345,0.00945,0.14000,0.04000,0.08000,0.08000
clean_contact,0,8,flow_magnitude_threshold,0.97436,1.00000,0.95000,0.00000,0.00000,0.02241,1,0,0.09184,0.22560,0.87327,0.04180,0.14000,0.04000,0.08000,0.08000
clean_contact,0,8,action_direction_projection,0.80000,0.66667,1.00000,1.00000,0.23810,0.32107,0,0,0.14979,0.32663,0.65468,0.10447,0.14000,0.04000,0.08000,0.08000
clean_contact,0,8,rigid_scene_flow_cluster,0.95238,0.90909,1.00000,1.00000,0.04762,0.11978,1,0,0.07906,0.21121,0.83481,0.05113,0.14000,0.04000,0.08000,0.08000
clean_contact,0,8,temporal_difference_mask,0.97436,1.00000,0.95000,0.00000,0.00000,0.02241,1,0,0.10997,0.26407,0.87327,0.04180,0.14000,0.04000,0.08000,0.08000
clean_contact,0,8,noncausal_flow_transformer_proxy,0.90909,0.83333,1.00000,1.00000,0.09524,0.18180,1,0,0.10874,0.23108,0.78497,0.06447,0.14000,0.04000,0.08000,0.08000
clean_contact,0,8,learned_correlation_classifier,0.86957,0.76923,1.00000,1.00000,0.14286,0.23611,0,0,0.10147,0.23316,0.73854,0.07780,0.14000,0.04000,0.08000,0.08000
clean_contact,0,8,causal_scene_flow_model,0.71429,0.55556,1.00000,1.00000,0.38095,0.40096,0,1,0.10418,0.24653,0.56169,0.10402,0.14000,0.04000,0.08000,0.08000
clean_contact,0,8,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00292,0.97345,0.00945,0.14000,0.04000,0.08000,0.08000
clean_contact,0,9,flow_magnitude_threshold,0.98182,1.00000,0.96429,0.00000,0.00000,0.03151,1,0,0.09226,0.18099,0.87758,0.04066,0.14000,0.04000,0.08000,0.08000
clean_contact,0,9,action_direction_projection,0.98246,0.96552,1.00000,1.00000,0.02326,0.08467,1,0,0.09805,0.23267,0.86620,0.04431,0.14000,0.04000,0.08000,0.08000
clean_contact,0,9,rigid_scene_flow_cluster,0.96552,0.93333,1.00000,1.00000,0.04651,0.11528,1,0,0.07658,0.17642,0.84477,0.05082,0.14000,0.04000,0.08000,0.08000
clean_contact,0,9,temporal_difference_mask,0.98182,1.00000,0.96429,0.00000,0.00000,0.03151,1,0,0.10256,0.22240,0.87758,0.04066,0.14000,0.04000,0.08000,0.08000
clean_contact,0,9,noncausal_flow_transformer_proxy,0.96552,0.93333,1.00000,1.00000,0.04651,0.11528,0,0,0.09285,0.15535,0.84477,0.05082,0.14000,0.04000,0.08000,0.08000
clean_contact,0,9,learned_correlation_classifier,0.88889,0.80000,1.00000,1.00000,0.16279,0.23281,0,0,0.08330,0.16399,0.74681,0.08338,0.14000,0.04000,0.08000,0.08000
clean_contact,0,9,causal_scene_flow_model,0.84848,0.73684,1.00000,1.00000,0.23256,0.26313,0,1,0.06709,0.15407,0.71097,0.07410,0.14000,0.04000,0.08000,0.08000
clean_contact,0,9,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00208,0.97345,0.00945,0.14000,0.04000,0.08000,0.08000
clean_contact,0,10,flow_magnitude_threshold,0.97778,1.00000,0.95652,0.00000,0.00000,0.02761,1,0,0.08251,0.20937,0.87514,0.04128,0.14000,0.04000,0.08000,0.08000
clean_contact,0,10,action_direction_projection,0.82143,0.69697,1.00000,1.00000,0.27027,0.29211,0,0,0.13260,0.30028,0.66357,0.11348,0.14000,0.04000,0.08000,0.08000
clean_contact,0,10,rigid_scene_flow_cluster,0.97872,0.95833,1.00000,1.00000,0.02703,0.07609,1,0,0.07454,0.19722,0.86339,0.04537,0.14000,0.04000,0.08000,0.08000
clean_contact,0,10,temporal_difference_mask,0.97872,0.95833,1.00000,1.00000,0.02703,0.09385,0,0,0.10196,0.24751,0.86161,0.04537,0.14000,0.04000,0.08000,0.08000
clean_contact,0,10,noncausal_flow_transformer_proxy,0.92000,0.85185,1.00000,1.00000,0.10811,0.16240,0,0,0.10339,0.18935,0.79094,0.06807,0.14000,0.04000,0.08000,0.08000
clean_contact,0,10,learned_correlation_classifier,0.95833,0.92000,1.00000,1.00000,0.05405,0.10859,1,0,0.09107,0.19900,0.83829,0.05294,0.14000,0.04000,0.08000,0.08000
clean_contact,0,10,causal_scene_flow_model,1.00000,1.00000,1.00000,1.00000,0.00000,0.07323,1,0,0.06682,0.15801,0.90113,0.02722,0.14000,0.04000,0.08000,0.08000
clean_contact,0,10,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00260,0.97345,0.00945,0.14000,0.04000,0.08000,0.08000
clean_contact,0,11,flow_magnitude_threshold,0.97674,1.00000,0.95455,0.00000,0.00000,0.03623,1,0,0.09542,0.20006,0.87355,0.04144,0.14000,0.04000,0.08000,0.08000
clean_contact,0,11,action_direction_projection,1.00000,1.00000,1.00000,1.00000,0.00000,0.06683,0,0,0.09872,0.25081,0.88677,0.03780,0.14000,0.04000,0.08000,0.08000
clean_contact,0,11,rigid_scene_flow_cluster,0.95652,0.91667,1.00000,1.00000,0.05882,0.15810,0,0,0.06673,0.17617,0.83074,0.05427,0.14000,0.04000,0.08000,0.08000
clean_contact,0,11,temporal_difference_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.06683,1,0,0.10219,0.23747,0.88677,0.03780,0.14000,0.04000,0.08000,0.08000
clean_contact,0,11,noncausal_flow_transformer_proxy,0.97778,0.95652,1.00000,1.00000,0.02941,0.11630,1,0,0.08419,0.17086,0.85803,0.04604,0.14000,0.04000,0.08000,0.08000
clean_contact,0,11,learned_correlation_classifier,1.00000,1.00000,1.00000,1.00000,0.00000,0.06683,1,1,0.07111,0.17048,0.88677,0.03780,0.14000,0.04000,0.08000,0.08000
clean_contact,0,11,causal_scene_flow_model,1.00000,1.00000,1.00000,1.00000,0.00000,0.10869,1,0,0.04405,0.14247,0.89759,0.02722,0.14000,0.04000,0.08000,0.08000
clean_contact,0,11,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00271,0.97345,0.00945,0.14000,0.04000,0.08000,0.08000
clean_contact,0,12,flow_magnitude_threshold,0.98182,1.00000,0.96429,0.00000,0.00000,0.02401,1,0,0.09180,0.15267,0.87833,0.04066,0.14000,0.04000,0.08000,0.08000
clean_contact,0,12,action_direction_projection,0.91803,0.84848,1.00000,1.00000,0.17241,0.15238,0,0,0.12659,0.26548,0.77256,0.08608,0.14000,0.04000,0.08000,0.08000
clean_contact,0,12,rigid_scene_flow_cluster,0.96552,0.93333,1.00000,1.00000,0.06897,0.08134,1,0,0.07033,0.15063,0.84187,0.05711,0.14000,0.04000,0.08000,0.08000
clean_contact,0,12,temporal_difference_mask,0.96429,0.96429,0.96429,0.00000,0.03448,0.05190,0,0,0.10421,0.19943,0.85361,0.05031,0.14000,0.04000,0.08000,0.08000
clean_contact,0,12,noncausal_flow_transformer_proxy,0.96552,0.93333,1.00000,1.00000,0.06897,0.08134,1,0,0.09062,0.13798,0.84187,0.05711,0.14000,0.04000,0.08000,0.08000
clean_contact,0,12,learned_correlation_classifier,0.90323,0.82353,1.00000,1.00000,0.20690,0.18085,0,0,0.08396,0.14991,0.74970,0.09573,0.14000,0.04000,0.08000,0.08000
clean_contact,0,12,causal_scene_flow_model,0.83582,0.71795,1.00000,1.00000,0.37931,0.32818,0,0,0.06389,0.13114,0.65450,0.10368,0.14000,0.04000,0.08000,0.08000
clean_contact,0,12,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00208,0.97345,0.00945,0.14000,0.04000,0.08000,0.08000
clean_contact,0,13,flow_magnitude_threshold,0.97143,1.00000,0.94444,0.00000,0.00000,0.02515,1,0,0.09281,0.22600,0.87094,0.04224,0.14000,0.04000,0.08000,0.08000
clean_contact,0,13,action_direction_projection,1.00000,1.00000,1.00000,1.00000,0.00000,0.06301,1,0,0.11330,0.28258,0.88715,0.03780,0.14000,0.04000,0.08000,0.08000
clean_contact,0,13,rigid_scene_flow_cluster,0.92308,0.85714,1.00000,1.00000,0.08824,0.20821,0,0,0.07398,0.20312,0.79408,0.06251,0.14000,0.04000,0.08000,0.08000
clean_contact,0,13,temporal_difference_mask,0.87179,0.80952,0.94444,0.00000,0.11765,0.25824,1,0,0.11250,0.26712,0.74495,0.07519,0.14000,0.04000,0.08000,0.08000
clean_contact,0,13,noncausal_flow_transformer_proxy,0.90000,0.81818,1.00000,1.00000,0.11765,0.24503,1,0,0.10448,0.22618,0.76601,0.07074,0.14000,0.04000,0.08000,0.08000
clean_contact,0,13,learned_correlation_classifier,0.90000,0.81818,1.00000,1.00000,0.11765,0.24062,1,0,0.09085,0.22091,0.76645,0.07074,0.14000,0.04000,0.08000,0.08000
clean_contact,0,13,causal_scene_flow_model,0.81818,0.69231,1.00000,1.00000,0.23529,0.37653,1,0,0.08086,0.21747,0.67765,0.07465,0.14000,0.04000,0.08000,0.08000
clean_contact,0,13,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00312,0.97345,0.00945,0.14000,0.04000,0.08000,0.08000
clean_contact,0,14,flow_magnitude_threshold,0.97674,1.00000,0.95455,0.00000,0.00000,0.04054,1,0,0.09886,0.18738,0.87312,0.04144,0.14000,0.04000,0.08000,0.08000
clean_contact,0,14,action_direction_projection,0.95652,0.91667,1.00000,1.00000,0.06061,0.14081,1,0,0.11052,0.25445,0.83197,0.05477,0.14000,0.04000,0.08000,0.08000
clean_contact,0,14,rigid_scene_flow_cluster,0.97778,0.95652,1.00000,1.00000,0.03030,0.11432,1,0,0.07479,0.17858,0.85798,0.04628,0.14000,0.04000,0.08000,0.08000
clean_contact,0,14,temporal_difference_mask,0.95455,0.95455,0.95455,0.00000,0.03030,0.10083,0,0,0.11049,0.23282,0.84307,0.04992,0.14000,0.04000,0.08000,0.08000
clean_contact,0,14,noncausal_flow_transformer_proxy,0.97778,0.95652,1.00000,1.00000,0.03030,0.11432,1,0,0.10662,0.19513,0.85798,0.04628,0.14000,0.04000,0.08000,0.08000
clean_contact,0,14,learned_correlation_classifier,0.91667,0.84615,1.00000,1.00000,0.12121,0.20328,1,0,0.08913,0.18927,0.78085,0.07174,0.14000,0.04000,0.08000,0.08000
clean_contact,0,14,causal_scene_flow_model,0.86275,0.75862,1.00000,1.00000,0.21212,0.23188,1,0,0.07544,0.19191,0.72979,0.06998,0.14000,0.04000,0.08000,0.08000
clean_contact,0,14,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00271,0.97345,0.00945,0.14000,0.04000,0.08000,0.08000
clean_contact,0,15,flow_magnitude_threshold,0.98182,1.00000,0.96429,0.00000,0.00000,0.03409,1,0,0.09702,0.16283,0.87732,0.04066,0.14000,0.04000,0.08000,0.08000
clean_contact,0,15,action_direction_projection,1.00000,1.00000,1.00000,1.00000,0.00000,0.05486,1,0,0.08875,0.21187,0.88797,0.03780,0.14000,0.04000,0.08000,0.08000
clean_contact,0,15,rigid_scene_flow_cluster,0.93333,0.87500,1.00000,1.00000,0.10811,0.17223,1,0,0.07706,0.16424,0.79929,0.06807,0.14000,0.04000,0.08000,0.08000
clean_contact,0,15,temporal_difference_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.05486,1,0,0.10056,0.20742,0.88797,0.03780,0.14000,0.04000,0.08000,0.08000
clean_contact,0,15,noncausal_flow_transformer_proxy,0.91803,0.84848,1.00000,1.00000,0.13514,0.19758,0,0,0.09509,0.14631,0.77848,0.07564,0.14000,0.04000,0.08000,0.08000
clean_contact,0,15,learned_correlation_classifier,0.98246,0.96552,1.00000,1.00000,0.02703,0.08515,1,1,0.07987,0.14883,0.86509,0.04537,0.14000,0.04000,0.08000,0.08000
clean_contact,0,15,causal_scene_flow_model,0.88889,0.80000,1.00000,1.00000,0.18919,0.11211,1,0,0.06004,0.14289,0.76649,0.06536,0.14000,0.04000,0.08000,0.08000
clean_contact,0,15,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00208,0.97345,0.00945,0.14000,0.04000,0.08000,0.08000
clean_contact,0,16,flow_magnitude_threshold,0.97561,1.00000,0.95238,0.00000,0.00000,0.02924,1,0,0.09538,0.22931,0.87346,0.04161,0.14000,0.04000,0.08000,0.08000
clean_contact,0,16,action_direction_projection,0.62500,0.46512,0.95238,0.00000,0.58974,0.45767,1,0,0.16447,0.33962,0.42006,0.20674,0.14000,0.04000,0.08000,0.08000
clean_contact,0,16,rigid_scene_flow_cluster,0.93333,0.87500,1.00000,1.00000,0.07692,0.13878,0,0,0.07557,0.20620,0.81137,0.05934,0.14000,0.04000,0.08000,0.08000
clean_contact,0,16,temporal_difference_mask,0.97561,1.00000,0.95238,0.00000,0.00000,0.02924,1,0,0.11081,0.26320,0.87346,0.04161,0.14000,0.04000,0.08000,0.08000
clean_contact,0,16,noncausal_flow_transformer_proxy,0.95455,0.91304,1.00000,1.00000,0.05128,0.10512,1,0,0.10421,0.20572,0.83677,0.05216,0.14000,0.04000,0.08000,0.08000
clean_contact,0,16,learned_correlation_classifier,1.00000,1.00000,1.00000,1.00000,0.00000,0.03464,1,0,0.09129,0.20847,0.88999,0.03780,0.14000,0.04000,0.08000,0.08000
clean_contact,0,16,causal_scene_flow_model,1.00000,1.00000,1.00000,1.00000,0.00000,0.05945,1,0,0.06260,0.15380,0.90251,0.02722,0.14000,0.04000,0.08000,0.08000
clean_contact,0,16,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,0,0,0.00003,0.00281,0.97345,0.00945,0.14000,0.04000,0.08000,0.08000
clean_contact,0,17,flow_magnitude_threshold,0.98182,1.00000,0.96429,0.00000,0.00000,0.01968,1,0,0.08684,0.20447,0.87876,0.04066,0.14000,0.04000,0.08000,0.08000
clean_contact,0,17,action_direction_projection,0.71795,0.56000,1.00000,1.00000,0.57895,0.38678,1,0,0.14885,0.30901,0.49524,0.19991,0.14000,0.04000,0.08000,0.08000
clean_contact,0,17,rigid_scene_flow_cluster,0.98246,0.96552,1.00000,1.00000,0.02632,0.05226,1,0,0.06996,0.18348,0.86858,0.04517,0.14000,0.04000,0.08000,0.08000
clean_contact,0,17,temporal_difference_mask,0.90000,0.84375,0.96429,0.00000,0.13158,0.15707,1,0,0.11469,0.24853,0.77091,0.07750,0.14000,0.04000,0.08000,0.08000
clean_contact,0,17,noncausal_flow_transformer_proxy,0.96552,0.93333,1.00000,1.00000,0.05263,0.08484,1,0,0.09361,0.15381,0.84610,0.05254,0.14000,0.04000,0.08000,0.08000
clean_contact,0,17,learned_correlation_classifier,0.96552,0.93333,1.00000,1.00000,0.05263,0.08516,1,0,0.08538,0.17498,0.84606,0.05254,0.14000,0.04000,0.08000,0.08000
clean_contact,0,17,causal_scene_flow_model,0.83582,0.71795,1.00000,1.00000,0.28947,0.38741,1,0,0.06940,0.12046,0.67374,0.08557,0.14000,0.04000,0.08000,0.08000
clean_contact,0,17,oracle_causal_mask,1.00000,1.00000,1.00000,1.00000,0.00000,0.00000,1,0,0.00003,0.00208,0.97345,0.00945,0.14000,0.04000,0.08000,0.08000
clean_contact,0,18,flow_magnitude_threshold,0.98182,1.00000,0.96429,0.00000,0.00000,0.03614,1,0,0.09996,0.14778,0.87711,0.04066,0.14000,0.04000,0.08000,0.08000
